tag,total_posts,total_views,total_answers,total_comments,total_favorites,year
mongoose,917,8483880,1782,865,2300,2012
seo,916,1697823,1371,1222,500,2013
time,916,18078649,2983,1077,3083,2010
icons,916,5103097,1627,1437,932,2012
integer,916,12396048,2716,2243,1461,2012
repository,916,5241651,1481,1101,1590,2013
eclipse-plugin,916,600274,888,1469,163,2016
timestamp,916,9262940,1968,1436,1072,2012
modal-dialog,915,337276,839,1376,55,2020
runtime-error,915,386573,819,2457,79,2020
character-encoding,915,10268522,2399,1315,2415,2010
ios7,915,846930,1218,1847,314,2015
formatting,915,805464,1213,2066,166,2018
bluetooth,914,516717,714,1761,173,2019
cryptography,914,84115,592,1960,57,2021
notifications,914,542938,885,1707,188,2019
package,914,7470030,1624,1708,1551,2013
doctrine-orm,914,5881193,1688,846,1730,2011
tkinter,913,7423456,1540,1215,962,2012
locking,913,2596499,1569,2152,879,2013
rotation,912,4341927,1708,979,1093,2011
calendar,912,6998463,1831,850,1369,2011
computer-vision,912,3149221,1362,1562,1518,2013
imagemagick,912,1923451,1176,1453,589,2014
get,912,57455,703,1552,28,2021
google-oauth,912,1241189,990,1429,494,2017
webrtc,911,2077748,1060,1662,661,2015
webserver,911,4763454,1350,1521,918,2013
automated-tests,911,1633718,1227,1291,430,2015
hover,911,1424475,1466,1554,169,2016
admob,911,963670,1037,1718,267,2017
ldap,911,1096286,836,1454,206,2018
copy,911,11107381,1879,1772,1946,2012
initialization,911,1328105,1504,2933,349,2017
base64,910,8400392,1388,2072,1384,2013
asp.net-identity,910,1241343,908,2034,422,2018
nlp,910,2045168,1327,1488,1095,2014
ide,910,3112992,1381,1680,950,2015
linker,910,199184,736,2807,89,2020
apache-camel,910,448751,868,1378,139,2019
onclick,909,10186769,2155,1126,1263,2011
webforms,909,270565,860,2289,76,2019
typo3,909,337297,1137,1146,140,2019
format,909,724788,1233,2050,104,2018
constants,909,2531788,1701,2986,822,2015
iteration,909,1166511,1646,2520,283,2016
frameworks,909,1388669,1034,1448,416,2016
migration,909,2043854,1161,1457,406,2015
html5-canvas,909,328147,925,1621,158,2019
ip,909,8360738,1888,1737,1484,2012
apache-camel,909,2303191,1205,717,318,2013
stripe-payments,909,1325118,1074,1586,302,2016
wso2,908,214063,897,1006,62,2019
sql-server-2012,908,264555,1349,2681,70,2019
client,907,1436783,1035,1775,248,2015
overriding,907,3782724,1845,1911,844,2013
linker,907,1063852,900,2711,377,2017
uiwebview,907,1335525,1038,1630,400,2016
pipe,907,3760750,1406,1781,844,2013
click,906,8190764,2155,1238,1086,2011
discord.py,906,3253689,1150,1825,249,2018
3d,906,457728,766,1751,171,2019
c++14,906,147783,1243,3483,187,2020
wix,906,761788,947,1027,187,2016
web-config,906,6169275,1705,1004,1053,2011
localhost,906,6482751,1514,1823,613,2013
append,906,1525595,1410,2134,147,2017
widget,906,73981,705,953,53,2021
ssis,905,56763,626,1804,77,2021
localhost,905,479255,792,1943,99,2020
google-bigquery,905,1870398,1319,1250,444,2015
dll,905,57767,434,2645,45,2021
foreign-keys,905,936106,1102,2049,128,2017
google-chrome-devtools,905,1673691,961,1888,522,2018
timezone,904,2036729,1206,2439,400,2017
constructor,904,10530423,3346,1604,3417,2010
cassandra,904,2071676,1327,760,678,2012
int,904,9898491,2634,2341,953,2012
find,904,10025607,2040,1398,1356,2012
internationalization,904,1043695,1033,1331,384,2015
celery,904,1308401,906,1305,439,2017
delegates,904,5825419,2192,902,2366,2010
windows-services,903,3727098,1291,1947,596,2013
google-play,903,2087655,1200,1718,595,2017
download,903,53741,467,1277,49,2021
zip,902,5641926,1693,1780,1151,2012
jar,902,533245,848,2240,104,2019
alignment,902,7561686,1949,1444,705,2012
webdriver,902,341472,981,1263,79,2020
console,902,875335,1036,2471,177,2018
drop-down-menu,902,694934,1111,1456,82,2019
synchronization,901,618033,1049,2238,240,2017
synchronization,901,3813485,2070,1342,1689,2011
uiview,901,641816,1143,2345,180,2018
pivot,901,934704,1229,1860,521,2017
textview,901,592036,1396,2176,200,2018
conditional-statements,901,3939855,1849,1941,456,2013
doctrine-orm,900,727450,969,1763,136,2018
properties,900,169209,1022,1920,75,2020
numbers,900,161698,1310,2177,50,2020
ado.net,900,8762231,2648,713,1935,2009
coldfusion,899,431008,943,3088,75,2017
navigation,899,60474,665,963,37,2021
compression,899,4362949,1733,1977,1151,2012
ef-code-first,899,1347260,1024,1746,371,2015
package,898,2846478,1050,1816,430,2017
http-headers,898,1237650,841,1715,198,2018
wso2,898,324342,874,1099,71,2018
cryptography,898,7458318,2052,1871,2908,2011
arguments,898,171615,1095,2091,58,2020
java-stream,898,81898,1491,2303,402,2021
paypal,898,450582,743,1557,133,2018
arm,897,3829644,1501,1986,1311,2012
arguments,897,1537042,1365,2208,292,2016
type-conversion,897,12909298,2220,2105,1152,2012
switch-statement,897,192452,1349,2521,73,2020
spring-data-jpa,897,5303046,1216,1901,1060,2015
transactions,897,5579579,1933,782,1904,2010
repository,896,5529181,1608,1068,1702,2012
set,896,797149,1468,2831,198,2018
controller,896,510675,1137,1882,88,2019
sql-server-2005,896,1387324,1312,1858,180,2014
qt5,896,1479025,969,1833,322,2016
material-ui,896,4133202,1360,1200,407,2017
android-edittext,896,14016059,2761,947,2746,2011
int,896,1469917,1658,3224,199,2017
http-post,895,1808705,1046,2333,250,2016
android-emulator,895,2830259,1313,1630,644,2017
build.gradle,894,1455788,1104,1508,263,2019
g++,894,2347307,1122,3020,481,2015
cmake,894,10624091,1549,1046,2617,2012
jvm,894,1278436,1061,2629,655,2018
arm,894,1030844,894,2980,295,2018
parameters,894,10092573,2390,898,2513,2010
constraints,894,727161,1165,2015,181,2016
navigation,894,1896348,1152,1506,358,2017
celery,893,310380,690,1100,121,2020
google-chrome-devtools,893,738288,624,1818,198,2020
time-complexity,893,1048897,1356,2733,377,2017
cypher,893,173861,991,1024,116,2019
npm,893,22608764,2352,1298,8293,2013
command-line-interface,892,814026,1057,1682,210,2019
garbage-collection,892,778695,1046,2707,384,2017
navigation,892,941838,1078,1407,293,2019
glassfish,892,1564228,892,1753,273,2015
maps,891,1370961,1005,1433,355,2015
collections,891,55589,1080,2004,172,2021
radio-button,891,1364212,1264,1931,142,2017
android-emulator,891,3958909,1336,1534,705,2016
pagination,891,2977875,1662,944,781,2011
gmail,891,1501644,972,1643,321,2016
groovy,890,5542207,1961,599,1141,2010
material-design,890,508502,962,1221,136,2020
tags,890,1444377,1171,1610,297,2016
internet-explorer-8,889,5419186,1926,1346,1056,2010
vb6,889,1005946,1010,2310,126,2015
subprocess,889,2888805,1317,2269,516,2014
serial-port,889,910872,821,2343,153,2017
embedded,889,1798743,1366,2604,478,2014
url-rewriting,889,155694,781,1528,61,2020
timer,889,524755,1046,2063,141,2019
binary,889,9319791,2357,1784,1670,2011
compression,889,3862344,1361,1847,1363,2013
latex,888,103841,587,1426,55,2021
imageview,888,999402,1325,2295,183,2017
jquery-mobile,888,440972,871,1787,85,2016
location,888,1295107,1037,1816,314,2017
qt5,888,3784452,1346,1509,861,2013
com,888,800651,855,2310,247,2015
http-post,887,2544492,1087,2141,405,2015
popup,887,1191405,1101,1620,181,2016
configuration,887,11906812,2755,606,3472,2009
logstash,887,539809,826,1343,114,2019
containers,886,1540508,1044,1715,345,2018
sass,886,5826931,1570,1100,1609,2012
range,886,6688997,1695,1687,705,2013
environment-variables,885,5434711,1429,1755,1047,2015
timezone,885,1461878,1150,2481,274,2018
smtp,885,6514746,1577,1675,1035,2012
jinja2,885,1363026,975,1245,185,2018
local-storage,885,4153541,1290,1760,1224,2013
sonarqube,885,1037061,824,1531,232,2019
mod-rewrite,885,6297346,2041,625,1271,2009
char,884,690755,1577,3629,108,2018
ruby-on-rails-5,884,149297,853,1439,57,2020
logic,884,668057,1436,2234,307,2015
g++,884,2193131,1220,3000,465,2014
cron,884,6663739,2023,1331,1299,2011
pyqt,883,3726067,1234,1053,909,2012
syntax,883,71689,934,1786,62,2021
ide,883,4454350,1515,1670,1113,2014
stripe-payments,883,1284739,1058,1164,301,2017
yaml,882,3086016,1242,1339,396,2016
attributes,882,824798,1083,1889,167,2018
nosql,882,4364657,1963,1067,2698,2011
debian,882,5446783,1358,1299,964,2013
zip,882,1997748,1049,1703,291,2016
icons,882,3513152,1258,1541,722,2015
google-oauth,882,1128545,915,1419,382,2018
sql-update,882,1029078,1249,2448,139,2016
local-storage,882,1456373,1202,2313,328,2017
dataframe,881,46139893,2416,1412,8851,2012
static,881,10354433,2908,1376,3542,2010
aggregation-framework,881,3427047,1266,1330,974,2014
time-complexity,881,687210,1343,2898,320,2018
time-complexity,881,335729,1230,2616,230,2019
regression,881,1565100,921,1697,413,2017
task,881,1779190,1214,2446,419,2015
zend-framework2,880,430252,970,1286,98,2016
yaml,880,2948783,1159,1506,391,2017
gmail,880,4049826,1520,1365,924,2012
pthreads,879,1172261,1140,2791,264,2015
certificate,879,475672,641,1229,114,2020
centos,879,833194,878,1709,105,2019
material-design,879,1597512,1260,1483,397,2019
vb6,879,6548674,2597,884,904,2009
dojo,879,527970,1003,1071,117,2015
apache-poi,879,3503474,1149,2239,380,2014
mono,878,1355874,820,1918,371,2016
migration,878,392527,811,1518,108,2020
escaping,878,2649027,1405,1876,340,2014
sbt,878,2181150,1261,1009,1013,2013
pattern-matching,878,1479227,1577,1753,432,2014
replace,877,15373002,2567,1086,2139,2010
subprocess,877,48698,598,2017,52,2021
gtk,877,1544319,1172,1065,390,2013
cygwin,876,1744802,1050,2039,408,2015
duplicates,876,9511488,2174,1619,1888,2012
key,876,2557518,1354,1655,392,2014
django-admin,876,3967031,1776,667,1462,2011
certificate,876,11427882,1362,1028,2832,2012
formatting,876,11062509,2214,1325,1525,2011
mocking,876,5621484,1682,945,1391,2012
wsdl,876,1513877,783,1224,182,2016
erlang,876,1808975,1760,831,1664,2011
cocoapods,876,1575493,1127,1744,385,2018
iteration,876,614163,1378,2593,151,2018
process,875,339086,801,2376,134,2019
dataset,875,4648901,1433,1261,819,2012
yii2,875,136785,865,1752,40,2020
g++,875,1094854,996,2968,258,2016
popup,875,5231059,1588,879,809,2011
subquery,875,731906,1345,2016,117,2016
find,875,779602,1249,2043,130,2017
mocha.js,875,668728,894,1239,139,2019
nested,875,3770554,1668,1374,1158,2012
compare,874,1253561,1471,2154,168,2016
label,874,2100057,1191,1653,243,2015
uibutton,874,903292,1361,2201,189,2017
wordpress-theming,874,944312,1090,1361,204,2017
gdb,874,244692,704,2263,114,2020
mod-rewrite,873,72414,800,1661,68,2020
delegates,873,683944,1196,2027,206,2016
amazon-elastic-beanstalk,873,1707636,1215,1170,721,2015
global-variables,873,2227445,1471,2049,339,2014
java-native-interface,872,1123651,853,2355,333,2016
google-play,872,1656445,1220,1590,504,2018
pointers,872,13819401,4566,1695,7010,2009
filesystems,872,6034444,1978,1395,1546,2011
grid,872,1327250,1021,1593,219,2017
logic,872,1659553,1722,2108,367,2013
pattern-matching,871,2038246,1794,1664,613,2013
embedded,871,209320,870,3123,88,2020
singleton,871,2822145,2012,1934,1156,2012
grid,871,3841112,1446,791,740,2011
apache-poi,871,538475,700,2503,91,2019
seo,871,881308,1142,1335,235,2014
containers,870,2959110,1294,1587,937,2016
asp.net-mvc-4,870,526122,880,2637,116,2018
google-play,870,538729,797,1096,249,2020
coffeescript,870,631356,958,1448,111,2016
max,870,139112,1448,1709,55,2020
set,870,9109263,2125,1937,1273,2012
rotation,870,886042,965,1657,249,2017
visual-studio-2013,870,713585,879,2359,127,2017
fullcalendar,869,281008,562,2945,48,2020
sum,869,42841,1209,1655,56,2021
glassfish,869,3305053,1395,889,712,2011
three.js,869,5286267,1281,883,1664,2012
nuget,869,3474633,1319,1112,956,2014
connection,868,1799148,1046,1863,337,2015
syntax-error,868,246376,1012,2207,31,2020
grid,868,961654,1015,1234,150,2016
yii,868,763980,1001,1716,115,2017
controls,868,2472524,1434,1201,382,2012
user-controls,867,4816657,2126,426,1083,2009
netbeans,867,472477,783,2277,110,2019
keras,867,5895148,1290,1136,2340,2016
treeview,867,1120722,942,1525,185,2015
jquery-plugins,866,1200754,1018,1593,174,2015
doctrine,866,373272,852,1798,72,2019
grid,866,159208,834,1242,56,2020
pipe,866,158842,868,2345,93,2020
twilio,866,48098,665,1126,33,2021
regression,866,1687241,907,1714,534,2016
data-structures,866,11899725,4468,1307,9321,2009
format,866,512358,1145,1919,101,2019
azure-active-directory,866,1768280,1133,1121,429,2016
export,866,5727855,1351,1220,1071,2013
copy,866,1772896,1132,2025,228,2016
zip,865,2359199,1122,1658,385,2015
ide,865,6703509,3138,1272,1924,2010
lambda,865,7277265,2366,1255,2275,2010
imagemagick,865,2133773,1112,1328,571,2013
prolog,865,174513,1041,1980,61,2019
cucumber,865,1986588,1157,1348,275,2016
reporting-services,865,30877,556,1231,31,2021
resources,865,7226655,2043,742,2193,2010
requirejs,865,3461051,1419,913,2105,2012
http-headers,864,12584663,1745,1195,2689,2011
datepicker,864,893106,1013,1537,131,2019
bluetooth-lowenergy,864,510691,713,1744,156,2019
jinja2,864,2162271,1029,1187,278,2017
graphics,864,289585,786,2284,107,2019
xmlhttprequest,864,568499,856,2217,132,2019
scope,864,244189,1180,2436,96,2019
uitableview,863,8783397,2553,392,4376,2009
mobile,863,6635853,2008,682,2121,2010
substring,863,1526647,1771,2371,307,2016
modal-dialog,863,1111769,1010,1727,171,2018
nhibernate,863,781515,1048,1183,182,2015
key,863,2204587,1334,1715,366,2015
queue,862,768666,964,2110,197,2018
uitextfield,862,1514576,1461,1910,401,2016
copy,862,1228734,1068,2106,209,2017
vbscript,862,265586,805,2455,179,2019
operator-overloading,861,1835074,1759,2838,534,2013
timezone,861,265129,956,2010,74,2020
passwords,861,1866811,1180,1963,329,2016
uitableview,861,38530,724,1766,30,2021
header,861,940064,1009,2106,153,2018
substring,861,6291921,2177,2025,605,2013
ckeditor,861,801239,868,1230,120,2017
foreign-keys,861,2674997,1230,1645,490,2014
resources,861,1761785,1087,1470,342,2014
camera,861,812357,794,1638,272,2018
concatenation,861,150416,1194,1645,59,2020
migration,861,1193488,977,1688,245,2018
statistics,860,4729425,1617,1365,1522,2012
web-crawler,860,170014,791,1451,69,2020
tcp,860,7949148,2087,1021,3334,2010
tomcat,860,9575222,2488,628,2211,2009
apache-poi,860,6022008,1321,1707,544,2013
transactions,860,381466,855,1792,177,2019
sdk,860,476884,814,947,96,2020
export,860,1906420,1003,1465,358,2015
odbc,860,1940738,1020,1778,193,2014
synchronization,859,1561873,1347,2073,562,2014
save,859,1131579,1062,1904,225,2016
switch-statement,859,692591,1415,2782,144,2018
certificate,859,6669719,1282,1130,1206,2013
celery,859,620708,841,1336,182,2019
qt5,859,1683866,1006,1618,376,2015
pdo,858,4097044,1684,1633,728,2011
windows-installer,858,2488561,1200,1028,412,2013
nuxt.js,858,2816339,1136,1243,471,2018
webrtc,858,1196313,801,1234,356,2018
crash,857,567795,811,2852,240,2018
android-ndk,857,1071684,808,2086,268,2018
arguments,857,1197539,1241,2287,236,2017
apache2,857,4668812,1402,1078,715,2011
scrapy,857,2488605,1218,1368,1588,2013
webdriver,857,1047760,1262,1531,208,2019
salesforce,857,1376092,972,674,149,2014
max,857,2987086,1791,2002,335,2014
webforms,856,3529159,1976,701,706,2010
overriding,856,2176297,1504,1827,389,2014
logstash,856,287038,666,1319,72,2020
io,856,331465,965,2737,135,2019
command-line-interface,856,1005987,1022,1746,241,2018
substring,855,1194429,1623,2308,156,2017
xml-parsing,855,3978911,1590,1236,776,2011
format,855,43316,832,1391,29,2021
odbc,855,3641757,1136,1679,299,2013
django-admin,855,3121547,1454,1015,914,2012
runtime-error,855,1058353,981,2831,156,2017
thymeleaf,854,3186903,1141,1213,410,2016
stream,854,56043,654,1329,64,2021
resize,854,1540803,1084,1528,222,2015
database-design,854,37124,704,1612,52,2021
constants,854,1888383,1612,3204,629,2016
uinavigationcontroller,853,960807,1258,1933,304,2017
youtube,853,1699050,891,1350,421,2018
gdb,853,1075434,903,2288,335,2017
gmail,853,1105908,885,1693,249,2017
mapping,853,212895,914,1339,64,2020
authorization,852,1446883,924,1120,395,2016
scheme,852,762507,1404,1093,191,2014
parse-platform,852,1699194,1273,1210,575,2013
foreign-keys,852,515640,968,1998,114,2018
drupal-7,852,274417,903,881,55,2016
max,852,7592794,1846,1561,756,2013
callback,851,52198,658,1578,56,2021
input,851,14545201,2340,1005,2287,2010
environment-variables,851,6191595,1484,1547,1145,2014
applescript,851,843627,1177,895,262,2015
flask,851,11839632,1677,996,3856,2012
logic,851,1760571,1491,1985,1488,2014
internet-explorer,850,290247,808,2352,83,2020
linux,850,37511969,5329,717,13338,2008
cursor,850,1191995,1068,1823,154,2015
pattern-matching,850,739873,1286,1940,178,2017
filesystems,850,4315903,1385,1503,952,2013
autolayout,850,571375,1115,2374,256,2018
operator-overloading,850,1056229,1505,2966,294,2014
sum,849,7035506,1929,1473,667,2012
export,849,2314675,1042,1347,411,2014
integer,849,1188493,1603,2818,193,2017
click,849,1246392,1273,1740,166,2015
synchronization,849,956829,1196,2073,417,2015
log4j,849,1757265,974,1275,325,2016
rubygems,849,4975992,1929,599,2526,2010
rest,848,15863938,2790,754,11538,2009
jakarta-ee,848,8292997,2662,574,2966,2009
range,848,597769,1268,2109,132,2018
insert,848,576502,1014,2446,87,2018
pivot,847,1307805,1103,1754,258,2014
amazon-elastic-beanstalk,847,65920,433,1087,48,2021
iteration,847,285706,1328,2164,223,2019
clojure,847,3171362,2382,809,3480,2010
singleton,847,1698212,1449,2305,889,2014
singleton,847,1258630,1330,2209,383,2015
locking,847,3236825,1693,1732,946,2012
linq-to-sql,847,948775,1140,1897,152,2014
apache2,847,3349339,1230,1265,549,2012
event-handling,846,163124,852,1639,69,2020
sdk,846,3549651,1695,631,991,2010
embedded,846,2241519,1476,2585,605,2013
url-rewriting,846,214771,790,1357,69,2019
windows-installer,846,1634952,1232,1162,316,2014
performance,846,23816110,6160,923,16630,2008
arguments,846,6800380,2053,1554,1357,2012
kivy,846,1511603,926,1146,289,2015
max,845,1968517,1573,2011,279,2015
download,845,11444969,2048,864,3131,2010
boolean,845,7251681,2329,2032,804,2012
try-catch,845,5161213,2107,2364,1144,2013
android-sqlite,845,935354,1145,1882,235,2015
android-listview,845,3867766,1647,867,1043,2011
constraints,844,919593,1091,2092,187,2017
comparison,844,4281390,1846,2217,892,2013
graph,844,5310039,1998,1114,2044,2010
ado.net,844,1728364,1217,2087,241,2014
functional-programming,844,3706475,2596,1810,3329,2011
arm,844,515643,842,3003,155,2019
gdb,844,6865442,1637,1161,2056,2011
treeview,843,2458404,1190,1092,342,2012
static,843,382221,1062,2457,179,2019
pipe,843,1718127,1104,2217,371,2016
connection,842,1525807,892,1752,222,2016
ip,842,1248415,1005,1770,229,2016
date,842,52993788,4297,943,7765,2009
foreign-keys,842,324892,1018,1822,82,2019
jasmine,842,4546957,1306,844,1411,2013
http-headers,842,334291,703,1346,86,2020
salesforce,842,58586,417,498,22,2021
sbt,841,607734,862,1163,220,2018
properties,841,332758,1010,2039,101,2019
cross-browser,841,8686304,2336,1387,2521,2010
pdo,841,163331,608,3156,56,2020
return,841,502335,1382,2786,112,2018
apple-push-notifications,841,3216217,1308,1274,1124,2013
